Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		isolation_source	ascites		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		collection_date	2021		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		geo_loc_name	China:Nanchang		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022035.1	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae	91.34	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.33	type	Klebsiella pneumoniae subsp. pneumoniae	91.34	Klebsiella pneumoniae	Klebsiella pneumoniae									121		5671	172	5964	Best-placed reference protein set; GeneMarkS-2+	GCF_041022035.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139245	PRJNA1139245			Klebsiella pneumoniae strain:NC20 Genome sequencing	SAMN42768431		sample_type	whole organism		PRJNA1139245						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC20				ascites	2024-07-23T22:01:19.623		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:25:04.279	NC20		2024-07-23T21:25:04.280						Complete Genome				ASM4102203v1		GCA_041022035.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5921365	1	5480768		3372665	57	28	6	6		6	1	5480768	6	5921365	5921365	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022035.1													NC20	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		strain	NC31		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		host	Homo sapiens		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		isolation_source	blood		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		collection_date	2021		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		geo_loc_name	China:Nanchang		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022045.1	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.56	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5651	185	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_041022045.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139252	PRJNA1139252			Klebsiella pneumoniae strain:NC31 Genome sequencing	SAMN42768480		sample_type	whole organism		PRJNA1139252						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC31				blood	2024-07-23T22:01:24.490		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:41:03.930	NC31		2024-07-23T21:41:03.930						Complete Genome				ASM4102204v1		GCA_041022045.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5911592	1	5487368		3367738	57	27	6	6		6	1	5487368	6	5911592	5911592	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022045.1													NC31	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022055.1	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae	92.31	derived_species_match	category_na	OK	na	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae subsp. pneumoniae	92.31	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5739	189	6050	Best-placed reference protein set; GeneMarkS-2+	GCF_041022055.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139253	PRJNA1139253			Klebsiella pneumoniae strain:NC75 Genome sequencing	SAMN42768481		strain	NC75		PRJNA1139253						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC75				sputum	2024-07-23T22:01:24.553		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:49:04.699	NC75		2024-07-23T21:49:04.700						Complete Genome				ASM4102205v1		GCA_041022055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5993431	1	5453912		3409846	57	31	6	6		6	1	5453912	6	5993431	5993431	98.79	61.6204	0.51	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022055.1													NC75	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022055.1	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae	92.31	derived_species_match	category_na	OK	na	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae subsp. pneumoniae	92.31	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5739	189	6050	Best-placed reference protein set; GeneMarkS-2+	GCF_041022055.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139253	PRJNA1139253			Klebsiella pneumoniae strain:NC75 Genome sequencing	SAMN42768481		host	Homo sapiens		PRJNA1139253						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC75				sputum	2024-07-23T22:01:24.553		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:49:04.699	NC75		2024-07-23T21:49:04.700						Complete Genome				ASM4102205v1		GCA_041022055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5993431	1	5453912		3409846	57	31	6	6		6	1	5453912	6	5993431	5993431	98.79	61.6204	0.51	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022055.1													NC75	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022055.1	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae	92.31	derived_species_match	category_na	OK	na	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae subsp. pneumoniae	92.31	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5739	189	6050	Best-placed reference protein set; GeneMarkS-2+	GCF_041022055.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139253	PRJNA1139253			Klebsiella pneumoniae strain:NC75 Genome sequencing	SAMN42768481		isolation_source	sputum		PRJNA1139253						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC75				sputum	2024-07-23T22:01:24.553		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:49:04.699	NC75		2024-07-23T21:49:04.700						Complete Genome				ASM4102205v1		GCA_041022055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5993431	1	5453912		3409846	57	31	6	6		6	1	5453912	6	5993431	5993431	98.79	61.6204	0.51	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022055.1													NC75	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022055.1	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae	92.31	derived_species_match	category_na	OK	na	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae subsp. pneumoniae	92.31	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5739	189	6050	Best-placed reference protein set; GeneMarkS-2+	GCF_041022055.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139253	PRJNA1139253			Klebsiella pneumoniae strain:NC75 Genome sequencing	SAMN42768481		collection_date	2021		PRJNA1139253						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC75				sputum	2024-07-23T22:01:24.553		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:49:04.699	NC75		2024-07-23T21:49:04.700						Complete Genome				ASM4102205v1		GCA_041022055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5993431	1	5453912		3409846	57	31	6	6		6	1	5453912	6	5993431	5993431	98.79	61.6204	0.51	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022055.1													NC75	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041022055.1	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae	92.31	derived_species_match	category_na	OK	na	99.68	GCA_000788015.1	88.19	type	Klebsiella pneumoniae subsp. pneumoniae	92.31	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5739	189	6050	Best-placed reference protein set; GeneMarkS-2+	GCF_041022055.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139253	PRJNA1139253			Klebsiella pneumoniae strain:NC75 Genome sequencing	SAMN42768481		geo_loc_name	China:Nanchang		PRJNA1139253						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	NC75				sputum	2024-07-23T22:01:24.553		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-07-23T00:00:00.000						live	2024-07-23T21:49:04.699	NC75		2024-07-23T21:49:04.700						Complete Genome				ASM4102205v1		GCA_041022055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5993431	1	5453912		3409846	57	31	6	6		6	1	5453912	6	5993431	5993431	98.79	61.6204	0.51	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022055.1													NC75	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
